model,bin_number,m_X_d_goal,sem_X_d_goal,m_X_n_A,sem_X_n_A,m_X_diff,sem_X_diff,m_X_rt,sem_X_rt,m_X_AO_size,sem_X_AO_size,m_X_first_move,sem_X_first_move,m_y_d_goal,sem_y_d_goal,m_y_p_in_tree,sem_y_p_in_tree,m_y_p_undo,sem_y_p_undo,m_y_p_same_car,sem_y_p_same_car,m_y_d_tree,sem_y_d_tree,m_y_d_tree_ranked,sem_y_d_tree_ranked,m_y_p_worse,sem_y_p_worse,m_y_p_same,sem_y_p_same,m_y_p_better,sem_y_p_better,m_y_p_in_tree_better,sem_y_p_in_tree_better,m_h_d_tree,sem_h_d_tree,m_h_d_tree_diff,sem_h_d_tree_diff,m_h_d_tree_ranked,sem_h_d_tree_ranked
data,4,6.028888182565993,0.34442832362716924,10.403759834693679,0.21920137963509032,10.060980878166328,0.3855868387925807,1829.4781324931212,273.67728756192037,51.71845715853588,2.6830945735961658,0.053421666948536256,0.02614272564627331,6.550148808715683,0.3911380874560597,0.8517082402215684,0.024159174398516524,0.04625571785659451,0.012323757235913217,0.05925992594300261,0.014190129462387303,3.9705217891493714,0.11193955814388247,1.741059109431725,0.05001799751463082,0.1440532354918325,0.025636458651893866,0.23315415516602456,0.029152441184086633,0.6227926093421431,0.04219238073612373,0.7252846885970567,0.03828521685602062,3.9705217891493714,0.11193955814388247,0.9314389605260581,0.06667458962606729,1.741059109431725,0.05001799751463082
random_model,4,6.028888182565993,0.34442832362716924,10.403759834693679,0.21920137963509032,10.060980878166328,0.3855868387925807,1829.4781324931212,273.67728756192037,51.71845715853588,2.6830945735961658,0.053421666948536256,0.02614272564627331,7.174597914607123,0.35985719776267616,0.6041508876848936,0.01889964909526121,0.10122568328403078,0.004041923693794495,0.21833302821462047,0.009869794961636617,4.241063027286314,0.0897257061041583,1.8868758594577804,0.04214672233934568,0.35176015720589343,0.017802852900353987,0.4421894176293412,0.011988916895507046,0.20605042516476532,0.009630784001633055,0.4060631973910736,0.019351391020661867,4.340753149322449,0.11445352353475076,1.2424775864744544,0.09096155933220423,2.015138086624236,0.07866007128809581
optimal_model,4,6.028888182565993,0.34442832362716924,10.403759834693679,0.21920137963509032,10.060980878166328,0.3855868387925807,1829.4781324931212,273.67728756192037,51.71845715853588,2.6830945735961658,0.053421666948536256,0.02614272564627331,6.028888182565993,0.34442832362716924,0.9985514051295679,0.002137917871780618,0.06575834594620036,0.012815884609952862,0.09057259935042353,0.014845264611736051,3.9106793370223785,0.12921587569355272,1.625881252455894,0.05021664587297047,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.9105595764218535,0.1371198199543574,0.7908400528652384,0.0747785821513863,1.618278252842883,0.054506817181825665
gamma_only_model,4,6.028888182565993,0.34442832362716924,10.403759834693679,0.21920137963509032,10.060980878166328,0.3855868387925807,1829.4781324931212,273.67728756192037,51.71845715853588,2.6830945735961658,0.053421666948536256,0.02614272564627331,6.816762047086822,0.38036170509173167,0.8471655837655521,0.014364838116592954,0.04242654106997741,0.004913902554143057,0.09201148157498226,0.009313017900688489,3.9547053713932905,0.09992264820077942,1.6654907256893607,0.0351649815922887,0.24093249053217464,0.021150625911194255,0.3060088834564798,0.013412968945017095,0.4530586260113455,0.024201421084002167,0.5449277384255674,0.0235047829914265,3.9368989480602923,0.10959568043807397,0.8532188958613793,0.06558619964922711,1.6887519186157387,0.04803942989951514
gamma_0_model,4,6.028888182565993,0.34442832362716924,10.403759834693679,0.21920137963509032,10.060980878166328,0.3855868387925807,1829.4781324931212,273.67728756192037,51.71845715853588,2.6830945735961658,0.053421666948536256,0.02614272564627331,6.816853844529264,0.3782552163792703,0.8441638723442748,0.012816990028727196,0.040273498083253804,0.003954080606250545,0.08582416919902185,0.007528886503631372,3.9886257450650624,0.10128963339696623,1.687812490833827,0.03527419658395358,0.2382877286834718,0.020681970148459614,0.3113902045963281,0.013476817745328083,0.4503220667202002,0.022536369037271346,0.5479965785639768,0.02254047974888091,3.9826326939690184,0.11682285053221497,0.8890938010536272,0.060199470953640796,1.7127185300459002,0.048799242778623096
gamma_no_same_model,4,6.028888182565993,0.34442832362716924,10.403759834693679,0.21920137963509032,10.060980878166328,0.3855868387925807,1829.4781324931212,273.67728756192037,51.71845715853588,2.6830945735961658,0.053421666948536256,0.02614272564627331,6.932081405435469,0.37545004243060687,0.8443845600164838,0.014626381087593955,0.13615097940034784,0.008427082462327427,0.2260684408728823,0.013573637628692473,3.9298913942125453,0.0940599568107892,1.6484796334307594,0.03315672766540173,0.3054482660905445,0.019897793620989142,0.29229669068838876,0.014774076679692744,0.4022550432210668,0.020664405724701317,0.4896348189908898,0.02289243748172581,3.8420157520094507,0.11176508970806777,0.7981330096153699,0.06338927353995942,1.6491743862937198,0.0503259069796916
eureka_model,4,6.028888182565993,0.34442832362716924,10.403759834693679,0.21920137963509032,10.060980878166328,0.3855868387925807,1829.4781324931212,273.67728756192037,51.71845715853588,2.6830945735961658,0.053421666948536256,0.02614272564627331,6.596299013856053,0.37855412665076793,0.8043169431106412,0.015174497004600105,0.08112019804240334,0.008810426277654533,0.15096470647342486,0.01331199749524458,4.0399291544527545,0.1188152477092075,1.729746591565758,0.045204117887738295,0.17626708155783985,0.016931340758650965,0.2148766681743823,0.015332748181166287,0.6088562502677779,0.028675907414568547,0.768135038023958,0.02364640438055613,4.064633624801045,0.12943407802689824,0.9460217370926645,0.07375244834034994,1.7533603510047555,0.05643041292421675
forward_search,4,6.028888182565993,0.34442832362716924,10.403759834693679,0.21920137963509032,10.060980878166328,0.3855868387925807,1829.4781324931212,273.67728756192037,51.71845715853588,2.6830945735961658,0.053421666948536256,0.02614272564627331,6.578323075549861,0.37512609760878096,0.7769115321919323,0.017132471054899318,0.06517304658907595,0.008327404919122372,0.12165719722652509,0.012417711782398,4.154596404666814,0.11315841034091,1.800147247301266,0.04268460118954328,0.10693158621535377,0.021014619609930278,0.3355717205531589,0.014526452577298359,0.5574966932314874,0.03023177136489191,0.7286768104081083,0.0282295057933503,4.18379761188759,0.124883075692859,1.0830360861336215,0.0746823516056321,1.8403715466096167,0.058477344530500984
opt_rand_model,4,6.028888182565993,0.34442832362716924,10.403759834693679,0.21920137963509032,10.060980878166328,0.3855868387925807,1829.4781324931212,273.67728756192037,51.71845715853588,2.6830945735961658,0.053421666948536256,0.02614272564627331,6.659676406169074,0.3800163314408901,0.7842424427087139,0.013785880643629192,0.08356982251212383,0.008005380669229147,0.15880164216288906,0.012306263469774599,4.059093271524384,0.11499852546478563,1.744632387084187,0.04369235307356545,0.19543427876004854,0.016753368181007835,0.23991966608298426,0.013963399398269623,0.564646055156967,0.025967123959050802,0.7351905808702551,0.023663401413393886,4.022925400825544,0.1357984483219691,0.9279463623124687,0.07911893483819159,1.7508532780795856,0.0586099660197604
hill_climbing_model,4,6.028888182565993,0.34442832362716924,10.403759834693679,0.21920137963509032,10.060980878166328,0.3855868387925807,1829.4781324931212,273.67728756192037,51.71845715853588,2.6830945735961658,0.053421666948536256,0.02614272564627331,7.12153855332617,0.36431451693514444,0.6360122616115012,0.01893048046823341,0.11763154216219969,0.006331044681647127,0.22989198586211912,0.01151434203409931,4.029559806390532,0.10156911729201487,1.7327241983041632,0.03818812619019398,0.3325189443770435,0.017544682047061978,0.4276124820060914,0.012397058694262952,0.23986857361686517,0.01464120175579766,0.4290176918023991,0.022166637551246305,4.036541143441756,0.11295422250257459,1.0214122300877182,0.07257125253089482,1.831914501323745,0.06052471190233852
data,3,4.6179367889952925,0.315914459831423,11.187113641894502,0.29723207407194197,9.210626152164028,0.3289831187617363,1734.467206375116,256.85594128550304,41.17234516725284,2.781733429863572,0.03840142294600417,0.014664422902493125,5.050808774460343,0.3603886998349146,0.8452151600032559,0.020894621773427595,0.03372418122665459,0.009497279882289704,0.050173922473938454,0.012836670653836474,3.7238895625291306,0.08765169543758645,1.6306895653850189,0.04677057942991774,0.09873753805803809,0.019740790424659586,0.2353969093489772,0.027303156675586502,0.6658655525929847,0.039611393871309,0.7653801436736127,0.035245369025663,3.7238895625291306,0.08765169543758645,0.7358505900238244,0.06230419400459422,1.6306895653850189,0.04677057942991774
random_model,3,4.6179367889952925,0.315914459831423,11.187113641894502,0.29723207407194197,9.210626152164028,0.3289831187617363,1734.467206375116,256.85594128550304,41.17234516725284,2.781733429863572,0.03840142294600417,0.014664422902493125,5.766795991350537,0.31718350224474773,0.5504747693850285,0.0161854915289171,0.09521305798560022,0.00328237312588406,0.21645360332060967,0.006477382763601502,4.0743685055388426,0.08266502786097517,1.8078382269942137,0.03506774401136643,0.3457807128395709,0.009593282966969213,0.457297776676105,0.009500185567465154,0.19692151048432407,0.006361263332230577,0.43289348719924653,0.019826316550997345,4.176443547645322,0.10823525421318744,1.1363349629523727,0.07619442340301087,1.945493390885586,0.06257602193126845
optimal_model,3,4.6179367889952925,0.315914459831423,11.187113641894502,0.29723207407194197,9.210626152164028,0.3289831187617363,1734.467206375116,256.85594128550304,41.17234516725284,2.781733429863572,0.03840142294600417,0.014664422902493125,4.6179367889952925,0.315914459831423,0.9789618263295761,0.007878742172548596,0.04137732956785773,0.0095337283032917,0.06453004827913841,0.013163572758254399,3.605104683365471,0.10486958373645054,1.4594294955997873,0.053316143594286075,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.6004139610714314,0.10625083044326465,0.5347806049837333,0.0748492917256759,1.455342455851304,0.0563286375678303
gamma_only_model,3,4.6179367889952925,0.315914459831423,11.187113641894502,0.29723207407194197,9.210626152164028,0.3289831187617363,1734.467206375116,256.85594128550304,41.17234516725284,2.781733429863572,0.03840142294600417,0.014664422902493125,5.34966556142943,0.3465326273556781,0.8377683000517502,0.013221907996342024,0.03789454438693097,0.004565614541761268,0.0843367420902623,0.008713792300424582,3.7716530748365806,0.08515133786820268,1.576517249835147,0.0354106490784552,0.2134508943085707,0.01591809258860895,0.30482698381699724,0.013639850098225857,0.48172212187443225,0.024171803914629968,0.5745292233617703,0.022585862485477108,3.6968165534782726,0.10029832327312084,0.699213380800492,0.06287236561527142,1.5929521141680716,0.04597849082910009
gamma_0_model,3,4.6179367889952925,0.315914459831423,11.187113641894502,0.29723207407194197,9.210626152164028,0.3289831187617363,1734.467206375116,256.85594128550304,41.17234516725284,2.781733429863572,0.03840142294600417,0.014664422902493125,5.377524345668792,0.340213767985713,0.8159261251730816,0.011378858976016535,0.03938192934431777,0.0035633997433336525,0.08847815241347756,0.006719156158324646,3.8054721056104914,0.08662362203665656,1.600585842830892,0.036726868264424076,0.21930757355031258,0.014146599773927331,0.3209724095728754,0.012540726125411345,0.4597200168768122,0.02029744217233502,0.571050747871854,0.021376477696675035,3.818461814618476,0.10448421428754655,0.7552596119602314,0.07016421317488736,1.6317845522812326,0.05001987746941671
gamma_no_same_model,3,4.6179367889952925,0.315914459831423,11.187113641894502,0.29723207407194197,9.210626152164028,0.3289831187617363,1734.467206375116,256.85594128550304,41.17234516725284,2.781733429863572,0.03840142294600417,0.014664422902493125,5.449521490477916,0.3452629825875144,0.8351779010628883,0.012723864267584543,0.11897501737066567,0.008182063958636908,0.19805210513405552,0.01216705179185872,3.7658227850030093,0.0791315289421155,1.5683636412677764,0.03163320561718735,0.2699249001248697,0.015162505056637287,0.29173490123288437,0.013444207139162829,0.4383401986422459,0.022778925300503204,0.5350976885455001,0.022542945659555183,3.709556553554997,0.1038573752573165,0.7032581822355047,0.06585469531134273,1.5863088052911356,0.04861113998710663
eureka_model,3,4.6179367889952925,0.315914459831423,11.187113641894502,0.29723207407194197,9.210626152164028,0.3289831187617363,1734.467206375116,256.85594128550304,41.17234516725284,2.781733429863572,0.03840142294600417,0.014664422902493125,5.188513198697069,0.34901652736996713,0.7682267621976704,0.014007452164079708,0.06617444565208477,0.00724205493411508,0.13599270209993336,0.011796571947567539,3.7976653420947337,0.09865670411702916,1.5939084552703389,0.04971497193645129,0.17215159428154983,0.014122489458860034,0.2262732211386773,0.016134461720094438,0.6015751845797728,0.028588202417415755,0.7667778922269858,0.022733262635630507,3.7900093501188294,0.11309482887598582,0.7399955391939125,0.07827444271954329,1.627525305034807,0.060195675865971535
forward_search,3,4.6179367889952925,0.315914459831423,11.187113641894502,0.29723207407194197,9.210626152164028,0.3289831187617363,1734.467206375116,256.85594128550304,41.17234516725284,2.781733429863572,0.03840142294600417,0.014664422902493125,5.150268050872966,0.32941418551371626,0.745442657648051,0.014592611377315838,0.05093292481333908,0.0070434230342763925,0.10823020845949613,0.01080361987894608,3.8804255795092044,0.09504885987031254,1.6645721797372908,0.045040975923171876,0.09203754510860437,0.01146093690015146,0.3482561716604659,0.013914838022014533,0.5597062832309299,0.02290740852772643,0.738302958187024,0.019762966735366688,3.8714360483441523,0.11129503751716283,0.8278438451081481,0.08604098606819553,1.6920832312853469,0.0644266082834485
