subj,prb,L,opt_L,branch,indegree,outdegree,n_sol,paths,ss_size,av_width,min_width,max_width,depth,mag_nodes,mean_random,std_random,exp_bfs,exp_red,exp_forest
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb20059_7,8,1.4767160757587698,7.682738869216481,7.273939953088021,5.158937939518376,0.19925140396066185,0.08828237129619104,1.3215146742669093,1.9594017056609507,3.436105217779035,1.685641242623522,1.8754568513385457,7.792897983881202,0.09363197643938813,0.08627595118140767,0.5908204308855975,0.10597731640926769,0.02105414901452505
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb38526_11,33,2.6580889363657856,6.292615799337717,5.000833717748015,3.413815722940555,0.04566178007431834,0.0017555864672979167,0.3118253837309604,0.259963422196903,0.916294724741076,0.25821906761406954,3.3341455134907476,10.390530645174936,0.5297280179262359,0.4737802146864474,0.46942331445363195,0.5380019621317329,0.3247442984361591
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb14485_14,43,3.5441185818210474,5.947230477899444,4.794187696353468,3.8596498658618956,0.3985028079213237,0.6875788697894879,2.2215117369142012,1.560309248125559,2.977957855408497,1.137928127156412,3.959297797270263,10.390530645174936,2.2713795659722327,2.0092191931791277,2.6992632990460024,3.2599959178328337,2.456955389543514
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb68514_14,20,3.5441185818210474,4.410603145054419,4.628870879237832,2.6750048575280463,0.3985028079213237,0.08981819187431202,0.5481356432180974,0.36565925536792576,2.061663130667421,0.2951075058446509,4.167681891863435,10.390530645174936,0.6404928910034302,0.4997208178940877,0.43519122940232047,0.38858349350064825,0.2564778152678506
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb24406_16,29,4.134805012124556,5.093098540077706,5.595338425452324,4.061640028573198,0.1587784625311524,2.405737808805206,0.8606120193994355,0.4784774980522284,0.687221043555807,0.6030457728129822,5.001218270236121,7.792897983881202,2.2681330980194985,2.5303025278107336,0.9534269614291188,0.8296782699067895,0.859392082501977
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb33117_14,51,3.5441185818210474,6.4031741627991705,4.794187696353468,3.955185753630755,0.4898263680699604,0.7671099855334247,1.6867214389288483,1.3240367104169588,3.894252580149573,1.1082569920579008,3.5425296080839193,10.390530645174936,1.859199465408384,1.694689673408081,2.052023320575836,2.6737790504878753,3.026055417451282
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb717_11,18,2.6580889363657856,5.3425889327501865,4.091591223612012,4.534770139428498,0.5168083290229667,0.3058728322348972,0.4872678491077742,0.40630314497928494,2.519810493037959,0.26303060303544973,3.3341455134907476,9.091714314528069,0.2052084553243906,0.1536030915757342,0.44374925066514836,0.4420495270044229,0.39492479515124257
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb1707_7,17,1.4767160757587698,4.890745288401554,4.243131639301346,3.1182913767755513,0.016604283663388487,6.923260670603216e-5,0.11896887030654073,0.15855732486996485,0.458147362370538,0.1571768237650858,2.0838409459317173,10.390530645174936,0.12384242396604528,0.11695192245678246,0.13978101395952172,0.01670813546992959,0.0063800451559166815
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb25604_16,17,4.134805012124556,5.049238628264392,5.595338425452323,3.4502103468525007,0.1587784625311524,0.028147818337472676,0.8606120193994355,0.5219754524206128,0.916294724741076,0.5172400577983691,4.584450081049778,9.091714314528069,2.2462979143931654,2.564572458176907,1.142654320462757,0.8039000037531838,0.9097944392337187
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb46580_16,54,4.134805012124556,6.945739314029446,6.434639189270173,4.2745485784580834,0.4835997616961897,3.5745264861856176,3.5448166404196493,2.1502979674145917,1.374442087111614,2.033675638103355,4.584450081049778,10.390530645174936,1.4567131080497853,1.2618431841802946,5.302169617947572,5.814431143535498,5.839655331210539
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb14047_7,17,1.4767160757587698,4.805028370874017,6.364697458952018,3.852006994840387,2.22082293997821,0.1960800805836008,1.673050597470915,1.4884116368386928,2.061663130667421,1.4819529097850948,3.125761418897576,10.390530645174936,0.06143844337517116,0.059458965633415795,0.13629441270429557,0.04296377692267609,0.025520180623666726
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb72800_14,17,3.5441185818210474,6.137605641313576,4.876846104911286,3.592149380109092,0.22934666810055349,0.4952373499680129,1.2811531423434865,0.8997870973694977,0.916294724741076,0.9238148009049941,3.959297797270263,9.091714314528069,3.035053852429188,2.8241818861295984,1.9975055554941177,1.7782229892996495,1.3296014104930365
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb15290_7,6,1.4767160757587698,4.594937487670243,6.364697458952018,4.677437065163327,7.486456396730285,2.2991221351240343,3.1805863644332772,3.2650445127595926,3.207031536593766,3.3215632858927826,2.7089932297112327,10.390530645174936,0.052012403077434016,0.042903591527778055,0.28875397668282154,0.056807660597760615,0.010846076765058358
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb46639_16,39,4.134805012124556,5.088284725344983,5.175688043543399,2.9643421176280187,0.015566515934426707,0.007783269381428607,0.3718794372783113,0.2756049695608826,0.458147362370538,0.27265367387821005,3.7509137026770913,10.390530645174936,1.6891761879858413,1.5769384464601588,0.6916149035366812,1.0077392564863248,1.157340191283286
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb13171_7,7,1.4767160757587698,4.211995536309517,4.182515473025612,3.026576924517447,0.09443686333552202,0.006698413489190966,0.10513528073601275,0.12735924600389456,1.374442087111614,0.09943839870852367,2.292225040524889,10.390530645174936,0.037977812058150325,0.027054806208996893,0.040254396310338454,0.03866739923040848,0.01020807224946669
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb62222_11,14,2.6580889363657856,5.5447309968194345,5.430198228867794,3.498736512068429,0.671435720638272,0.8073423871295118,2.0006625481235365,1.4051814255959683,0.458147362370538,1.4194029493071523,3.959297797270263,7.792897983881202,1.0304497147516043,0.9450808778280786,1.9490101016714265,1.7037524426336776,0.548045878893243
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb34092_11,37,2.6580889363657856,6.1171335383399,4.546212470680013,4.203579061829788,0.6486048306011127,0.5651692695179289,2.7296113444340646,2.1427597867801613,2.061663130667421,2.895742401100637,3.5425296080839193,9.091714314528069,0.2899136175864164,0.19323351724212173,1.4653234184464148,0.3012238137578735,0.05104036124733345
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb28111_7,7,1.4767160757587698,5.65037705251561,4.659867782447013,4.035435899356596,0.1432119465967257,0.007054739107191737,0.5207939603022304,0.5790238381952255,1.832589449482152,0.5789880957060813,2.5006091351180606,7.792897983881202,0.0762417522823992,0.06266762445532024,0.10745071141106093,0.04678277931580286,0.01020807224946669
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb8786_7,16,1.4767160757587698,6.941593559947974,5.152374133437348,6.267154237637137,0.9796527361399208,0.37668127469540336,2.0122176641177423,2.4411509431723233,3.207031536593766,2.2133062938348815,2.292225040524889,6.494081653234335,0.16221199637665312,0.1360501944754437,0.6615033472415461,0.30408806555271856,0.008932063218283354
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb12715_11,15,2.6580889363657856,5.623487360654178,4.849293302058681,4.037983523030433,0.07471927648524819,0.002568593224946735,1.1862709927009238,0.9893542668256026,0.229073681185269,1.3207664731688586,3.3341455134907476,7.792897983881202,2.3843827054741014,2.3627951082671905,1.6957560650418169,1.4077797571663533,0.43894710672706766
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb22436_11,20,2.6580889363657856,4.662963820036835,4.205246535379012,3.226989986859231,0.2916127318382603,0.006394806278131485,0.5076113631820801,0.5209501990985779,2.061663130667421,0.6038476953832123,2.7089932297112327,10.390530645174936,0.18326567176563557,0.1492594775122167,0.21585231407354716,0.15228272042592972,0.1320669347274753
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb46224_11,20,2.6580889363657856,5.713577937830119,6.667778290330686,3.6261176957602412,0.018679819121312047,0.0011737785063554813,0.2651166754163541,0.321458686037737,1.832589449482152,0.3079382669683314,2.292225040524889,10.390530645174936,0.5611641476423682,0.5414310908109629,0.4922447044878396,0.590035869738085,0.09761469088552523
A1F4N58CAX8IMK:3TS1AR6UQRM7SOIBWPBN8N9589Y7FV,prb23259_7,11,1.4767160757587698,4.610559237121925,3.6369699765440107,2.8431480200012382,1.4445726787147983,4.134209865574006,1.399633768312244,0.8120514809748826,0.458147362370538,0.6920591781085156,4.79283417564295,10.390530645174936,0.1949664712332074,0.20793360100324282,0.1492899264737749,0.11027369410153531,0.003828027093550009
A30KYQGABO7JER:37TD41K0AIHM8AITTQJXV8KY05QCSB,prb79230_11,11,2.6580889363657856,6.422704908382704,5.455454964816016,5.09524734767247,0.6880400043016605,0.5135725578375819,3.6937311634435686,2.8996442287863435,2.977957855408497,3.9911686320348574,3.5425296080839193,9.091714314528069,1.2565055451789173,1.19496163048644,4.980134447464865,1.4999131899005365,0.19969541338019212
A30KYQGABO7JER:37TD41K0AIHM8AITTQJXV8KY05QCSB,prb44171_16,66,4.134805012124556,5.548815180776254,5.735221886088632,3.406536798158166,0.14528748205464925,0.01279977514073358,0.8350605657221074,0.5571226551937806,2.748884174223228,0.4314343427837559,4.167681891863435,10.390530645174936,1.402558097839219,1.2390804669474795,0.9540608889300689,1.1256509553741136,1.151598150642961
A30KYQGABO7JER:37TD41K0AIHM8AITTQJXV8KY05QCSB,prb54081_11,15,2.6580889363657856,5.206426477645002,7.046629329554021,3.2354820657720182,0.17953381711038802,0.42341518970656333,0.6438315334236322,0.5368957361821156,0.458147362370538,0.4474727941883565,3.3341455134907476,10.390530645174936,0.22577225138679544,0.18500156458449418,0.604132908405552,0.5886037438406625,0.2552018062366673
A30KYQGABO7JER:37TD41K0AIHM8AITTQJXV8KY05QCSB,prb29232_7,6,1.4767160757587698,5.822929726044898,7.273939953088021,2.659719115485029,1.6791081854601608,2.7955643865133437,1.9088726126202684,1.1578831295609888,2.519810493037959,1.7554085062335347,4.584450081049778,9.091714314528069,0.0792159557344754,0.057189781471733966,0.08748199513112924,0.02195926376047889,0.01020807224946669
A30KYQGABO7JER:37TD41K0AIHM8AITTQJXV8KY05QCSB,prb10206_7,6,1.4767160757587698,7.439046401646842,8.183182447224024,4.432865192475049,0.29887710594099276,0.12153180703791006,0.8752593495329358,1.0617219624231644,3.436105217779035,0.9125878849217737,2.292225040524889,9.091714314528069,0.08660327694688365,0.07806340272615658,0.5046062907563686,0.04439590282009863,0.01722612192097504
A30KYQGABO7JER:37TD41K0AIHM8AITTQJXV8KY05QCSB,prb15595_16,26,4.134805012124556,4.9943438671814135,5.371524888434231,2.8562500846095387,0.056039457363936146,0.0007469499585898517,0.38538753062365044,0.302421585791464,1.832589449482152,0.26463444817590975,3.5425296080839193,10.390530645174936,0.49171867720958296,0.36385114126285417,0.5302803545448522,0.6621195399083527,0.43001504350878433
A30KYQGABO7JER:37TD41K0AIHM8AITTQJXV8KY05QCSB,prb34551_14,24,3.5441185818210474,5.135552423866545,5.455454964816016,3.7258996229854935,0.1639673011759613,0.006402428216484443,0.6057484750765316,0.4754164430629647,2.977957855408497,0.3608651566035133,3.5425296080839193,9.091714314528069,1.4936638013847745,1.6135308690862895,0.6209319871807326,0.46735041785888776,0.5212496892383929
A30KYQGABO7JER:37TD41K0AIHM8AITTQJXV8KY05QCSB,prb48146_16,23,4.134805012124556,4.798405725668201,4.756037661634475,2.575374574569094,0.08302141831694243,0.0012195101364732273,0.2473771311435594,0.1832941982324784,2.061663130667421,0.17963065573152662,3.7509137026770913,10.390530645174936,0.5475684981595424,0.38929543885673856,0.3981064705967331,0.37330748392814117,0.2622198559081756
A30KYQGABO7JER:37TD41K0AIHM8AITTQJXV8KY05QCSB,prb19279_14,18,3.5441185818210474,6.165348153615049,4.945728112042803,3.915379133727064,0.07990811513005709,0.003381599982595553,1.3633409392036822,0.9575170534324626,2.748884174223228,1.052122412141799,3.959297797270263,9.091714314528069,0.44058183168699067,0.33636487325729403,2.0501215380729856,1.7042298179328184,1.0233592430090357
A30KYQGABO7JER:37TD41K0AIHM8AITTQJXV8KY05QCSB,prb11647_7,6,1.4767160757587698,6.723614859004623,6.364697458952018,4.1271503516147,0.010377677289617804,0.0032774334917717984,0.4122409692017342,0.4999590866385442,0.916294724741076,0.45950163274180694,2.292225040524889,7.792897983881202,0.4683524977035656,0.45553824434426565,0.3832091743244031,0.09690718572559164,0.01020807224946669
A30KYQGABO7JER:37TD41K0AIHM8AITTQJXV8KY05QCSB,prb6671_14,21,3.5441185818210474,5.809504268049362,4.71152928779565,2.904290988173308,0.04566178007431834,0.011138192579788809,0.23923972551383704,0.19941841629621435,2.748884174223228,0.16840373974830622,3.3341455134907476,10.390530645174936,0.8549263187551642,0.7907766468131048,0.27575846291334216,0.28928943127935236,0.3668525964652092
A30KYQGABO7JER:37TD41K0AIHM8AITTQJXV8KY05QCSB,prb29414_11,10,2.6580889363657856,4.738474182963438,4.773523094214013,2.7004810942664093,0.020755354579235608,0.0004890743776481171,0.06282077146145652,0.06968558227732474,1.832589449482152,0.06896534103978254,2.5006091351180606,10.390530645174936,0.6069421050925542,0.5636895176458895,0.10523196515773518,0.15371484632335225,0.17162321469415873
